cohort,surface,lane,design_id,case_id,effort,treatment,repetition,run_id,pair_id,model,objective_success,success_basis,format_pass,human_accepted,status,input_tokens,output_tokens,reasoning_tokens,nonreasoning_tokens,total_tokens,cache_read_tokens,cache_write_tokens,reference_cost_usd,cache_neutral_cost_usd,elapsed_seconds,calls,missing_usage_calls,provider_seconds,first_request_input_tokens,maximum_request_input_tokens,requests_above_272000_input_tokens,known_input_tokens,known_output_tokens,known_total_tokens,known_reference_cost_usd,grading_amendment,review_disputed,full_input_observed,recorded_objective_success,adjudicated,phase_success,physical_attempts,retry_inclusive_input_tokens,retry_inclusive_output_tokens,retry_inclusive_reasoning_tokens,retry_inclusive_nonreasoning_tokens,retry_inclusive_total_tokens,retry_inclusive_cache_read_tokens,retry_inclusive_cache_write_tokens,retry_inclusive_reference_cost_usd,retry_inclusive_cache_neutral_cost_usd,retry_inclusive_elapsed_seconds,retry_inclusive_calls,retry_inclusive_known_reference_cost_usd,tool_calls,public_test_calls
campaign-v3,Responses API workflows,repo-work,RW1,RW1,high,clean;cap8192,1,RW1-high-r1-sol-replacement1,RW1-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,21206,6024,4076,1948,27230,13620,6560,0.162832,0.20530400000000001,98.48295662499731,6,0,98.2689315409807,185,6563,0,21206,6024,27230,0.162832,,,,True,False,[true],2,,,,,,,,,,,8,0.16409200000000002,10,1
campaign-v3,Responses API workflows,repo-work,RW1,RW1,high,clean;cap8192,1,RW1-high-r1-astra,RW1-high-r1,astra-early-access,True,objective workflow,,,completed,20168,3472,1717,1755,23640,14674,5039,0.1023246,0.150112,75.43603166700632,7,0,75.25412612198852,185,5042,0,20168,3472,23640,0.1023246,,,,True,False,[true],1,20168,3472,1717,1755,23640,14674,5039,0.1023246,0.150112,75.43603166700632,7,0.1023246,11,1
campaign-v3,Responses API workflows,repo-work,RW2,RW2,high,clean;cap8192,1,RW2-high-r1-sol,RW2-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,29499,6590,3579,3011,36089,21945,7351,0.178145,0.249796,99.00545145801152,7,0,98.83183779200772,185,7354,0,29499,6590,36089,0.178145,,,,True,False,[true],1,29499,6590,3579,3011,36089,21945,7351,0.178145,0.249796,99.00545145801152,7,0.178145,11,1
campaign-v3,Responses API workflows,repo-work,RW2,RW2,high,clean;cap8192,1,RW2-high-r1-astra,RW2-high-r1,astra-early-access,True,objective workflow,,,completed,46881,7024,3778,3246,53905,37279,9140,0.2029396,0.328004,144.97463016699476,9,0,144.73740995902335,185,9143,0,46881,7024,53905,0.2029396,,,,True,False,[true],1,46881,7024,3778,3246,53905,37279,9140,0.2029396,0.328004,144.97463016699476,9,0.2029396,13,2
campaign-v3,Responses API workflows,repo-work,RW2,RW2,high,clean;cap8192,2,RW2-high-r2-sol,RW2-high-r2,gpt-5.6-sol,True,objective workflow,,,completed,43749,8638,3885,4753,52387,32599,10681,0.2410806,0.347756,115.12445054099953,8,0,114.91163433497422,185,10684,0,43749,8638,52387,0.2410806,,,,True,False,[true],1,43749,8638,3885,4753,52387,32599,10681,0.2410806,0.347756,115.12445054099953,8,0.2410806,12,2
campaign-v3,Responses API workflows,repo-work,RW2,RW2,high,clean;cap8192,2,RW2-high-r2-astra,RW2-high-r2,astra-early-access,True,objective workflow,,,completed,17286,5976,3481,2495,23262,9378,7458,0.1623612,0.188664,120.68504429199675,5,0,120.5090100410016,185,7461,0,17286,5976,23262,0.1623612,,,,True,False,[true],1,17286,5976,3481,2495,23262,9378,7458,0.1623612,0.188664,120.68504429199675,5,0.1623612,11,1
campaign-v3,Responses API workflows,repo-work,RW3,RW3,high,clean;cap8192,1,RW3-high-r1-sol,RW3-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,73938,14084,7611,6473,88022,56924,15933,0.3884386,0.577432,206.53719204200024,9,0,206.22792266702163,185,15936,0,73938,14084,88022,0.3884386,,,,True,False,[true],1,73938,14084,7611,6473,88022,56924,15933,0.3884386,0.577432,206.53719204200024,9,0.3884386,13,2
campaign-v3,Responses API workflows,repo-work,RW3,RW3,high,clean;cap8192,1,RW3-high-r1-astra,RW3-high-r1,astra-early-access,True,objective workflow,,,completed,60413,11874,6017,5857,72287,46023,13932,0.3273812,0.479132,238.46918149999692,9,0,238.15927062400442,185,13935,0,60413,11874,72287,0.3273812,,,,True,False,[true],1,60413,11874,6017,5857,72287,46023,13932,0.3273812,0.479132,238.46918149999692,9,0.3273812,14,2
campaign-v3,Responses API workflows,constraints,XR-A1,XR-A1,high,clean,1,XR-A1-high-r1-sol,XR-A1-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,1077,5619,5449,170,6696,0,1074,0.117762,0.116688,80.04786429199157,1,0,80.04374241600453,1077,1077,0,1077,5619,6696,0.117762,,,,True,False,[true],1,1077,5619,5449,170,6696,0,1074,0.117762,0.116688,80.04786429199157,1,0.117762,0,0
campaign-v3,Responses API workflows,constraints,XR-A1,XR-A1,high,clean,1,XR-A1-high-r1-astra,XR-A1-high-r1,astra-early-access,True,objective workflow,,,completed,1077,1772,1520,252,2849,0,1074,0.040822,0.039748,36.98933116700209,1,0,36.984623290991294,1077,1077,0,1077,1772,2849,0.040822,,,,True,False,[true],1,1077,1772,1520,252,2849,0,1074,0.040822,0.039748,36.98933116700209,1,0.040822,0,0
campaign-v3,Responses API workflows,constraints,XR-A1,XR-A1,high,clean,2,XR-A1-high-r2-sol,XR-A1-high-r2,gpt-5.6-sol,True,objective workflow,,,completed,1077,4985,4843,142,6062,1074,0,0.1001416,0.104008,70.73040716600372,1,0,70.72633574999054,1077,1077,0,1077,4985,6062,0.1001416,,,,True,False,[true],1,1077,4985,4843,142,6062,1074,0,0.1001416,0.104008,70.73040716600372,1,0.1001416,0,0
campaign-v3,Responses API workflows,constraints,XR-A1,XR-A1,high,clean,2,XR-A1-high-r2-astra,XR-A1-high-r2,astra-early-access,True,objective workflow,,,completed,1077,2820,2588,232,3897,1074,0,0.0568416,0.060708,54.645727249997435,1,0,54.642652333001024,1077,1077,0,1077,2820,3897,0.0568416,,,,True,False,[true],1,1077,2820,2588,232,3897,1074,0,0.0568416,0.060708,54.645727249997435,1,0.0568416,0,0
campaign-v3,Responses API workflows,constraints,XR-A2,XR-A2,high,clean,1,XR-A2-high-r1-sol,XR-A2-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,1081,10954,10820,134,12035,0,1078,0.224482,0.223404,153.61953845899552,1,0,153.61602837500686,1081,1081,0,1081,10954,12035,0.224482,,,,True,False,[true],1,1081,10954,10820,134,12035,0,1078,0.224482,0.223404,153.61953845899552,1,0.224482,0,0
campaign-v3,Responses API workflows,constraints,XR-A2,XR-A2,high,clean,1,XR-A2-high-r1-astra,XR-A2-high-r1,astra-early-access,True,objective workflow,,,completed,1081,5187,5008,179,6268,0,1078,0.109142,0.108064,99.65451079201011,1,0,99.65055604200461,1081,1081,0,1081,5187,6268,0.109142,,,,True,False,[true],1,1081,5187,5008,179,6268,0,1078,0.109142,0.108064,99.65451079201011,1,0.109142,0,0
campaign-v3,Responses API workflows,constraints,XR-A3,XR-A3,high,clean,1,XR-A3-high-r1-sol,XR-A3-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,955,170,84,86,1125,0,0,0.00722,0.00722,2.7919551249942742,1,0,2.788407667001593,955,955,0,955,170,1125,0.00722,,,,True,False,[true],1,955,170,84,86,1125,0,0,0.00722,0.00722,2.7919551249942742,1,0.00722,0,0
campaign-v3,Responses API workflows,constraints,XR-A3,XR-A3,high,clean,1,XR-A3-high-r1-astra,XR-A3-high-r1,astra-early-access,True,objective workflow,,,completed,955,128,43,85,1083,0,0,0.00638,0.00638,3.873541875000228,1,0,3.870337375003146,955,955,0,955,128,1083,0.00638,,,,True,False,[true],1,955,128,43,85,1083,0,0,0.00638,0.00638,3.873541875000228,1,0.00638,0,0
campaign-v3,Responses API workflows,constraints,XR-P1,XR-P1,high,clean,1,XR-P1-high-r1-sol,XR-P1-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,951,1955,1840,115,2906,0,0,0.042904,0.042904,29.035821458004648,1,0,29.031798584008357,951,951,0,951,1955,2906,0.042904,,,,True,False,[true],1,951,1955,1840,115,2906,0,0,0.042904,0.042904,29.035821458004648,1,0.042904,0,0
campaign-v3,Responses API workflows,constraints,XR-P1,XR-P1,high,clean,1,XR-P1-high-r1-astra,XR-P1-high-r1,astra-early-access,True,objective workflow,,,completed,951,1040,873,167,1991,0,0,0.024604,0.024604,20.85051779198693,1,0,20.84627870899567,951,951,0,951,1040,1991,0.024604,,,,True,False,[true],1,951,1040,873,167,1991,0,0,0.024604,0.024604,20.85051779198693,1,0.024604,0,0
campaign-v3,Responses API workflows,constraints,XR-P1,XR-P1,high,clean,2,XR-P1-high-r2-sol,XR-P1-high-r2,gpt-5.6-sol,True,objective workflow,,,completed,951,1170,1034,136,2121,0,0,0.027204,0.027204,16.064397458991152,1,0,16.06219658300688,951,951,0,951,1170,2121,0.027204,,,,True,False,[true],1,951,1170,1034,136,2121,0,0,0.027204,0.027204,16.064397458991152,1,0.027204,0,0
campaign-v3,Responses API workflows,constraints,XR-P1,XR-P1,high,clean,2,XR-P1-high-r2-astra,XR-P1-high-r2,astra-early-access,True,objective workflow,,,completed,951,1094,969,125,2045,0,0,0.025684,0.025684,21.885061583991046,1,0,21.88209745900531,951,951,0,951,1094,2045,0.025684,,,,True,False,[true],1,951,1094,969,125,2045,0,0,0.025684,0.025684,21.885061583991046,1,0.025684,0,0
campaign-v3,Responses API workflows,constraints,XR-P2,XR-P2,high,clean,1,XR-P2-high-r1-sol,XR-P2-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,1259,2449,2312,137,3708,0,1256,0.055272,0.054016,33.458411125000566,1,0,33.455292916012695,1259,1259,0,1259,2449,3708,0.055272,,,,True,False,[true],1,1259,2449,2312,137,3708,0,1256,0.055272,0.054016,33.458411125000566,1,0.055272,0,0
campaign-v3,Responses API workflows,constraints,XR-P2,XR-P2,high,clean,1,XR-P2-high-r1-astra,XR-P2-high-r1,astra-early-access,True,objective workflow,,,completed,1259,1380,1225,155,2639,0,1256,0.033892,0.032636,27.177812333000475,1,0,27.173912875005044,1259,1259,0,1259,1380,2639,0.033892,,,,True,False,[true],1,1259,1380,1225,155,2639,0,1256,0.033892,0.032636,27.177812333000475,1,0.033892,0,0
campaign-v3,Responses API workflows,constraints,XR-S1,XR-S1,high,clean,1,XR-S1-high-r1-sol,XR-S1-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,780,5840,5696,144,6620,0,0,0.11992,0.11992,98.37775554099062,1,0,98.37350341699494,780,780,0,780,5840,6620,0.11992,,,,True,False,[true],1,780,5840,5696,144,6620,0,0,0.11992,0.11992,98.37775554099062,1,0.11992,0,0
campaign-v3,Responses API workflows,constraints,XR-S1,XR-S1,high,clean,1,XR-S1-high-r1-astra,XR-S1-high-r1,astra-early-access,True,objective workflow,,,completed,780,2748,2462,286,3528,0,0,0.05808,0.05808,53.20763533299032,1,0,53.203463375000865,780,780,0,780,2748,3528,0.05808,,,,True,False,[true],1,780,2748,2462,286,3528,0,0,0.05808,0.05808,53.20763533299032,1,0.05808,0,0
campaign-v3,Responses API workflows,constraints,XR-S1,XR-S1,high,clean,2,XR-S1-high-r2-sol,XR-S1-high-r2,gpt-5.6-sol,True,objective workflow,,,completed,780,8773,8602,171,9553,0,0,0.17858,0.17858,135.3235227499972,1,0,135.31803574999503,780,780,0,780,8773,9553,0.17858,,,,True,False,[true],1,780,8773,8602,171,9553,0,0,0.17858,0.17858,135.3235227499972,1,0.17858,0,0
campaign-v3,Responses API workflows,constraints,XR-S1,XR-S1,high,clean,2,XR-S1-high-r2-astra,XR-S1-high-r2,astra-early-access,True,objective workflow,,,completed,780,1986,1768,218,2766,0,0,0.04284,0.04284,38.799721124989446,1,0,38.79582912501064,780,780,0,780,1986,2766,0.04284,,,,True,False,[true],1,780,1986,1768,218,2766,0,0,0.04284,0.04284,38.799721124989446,1,0.04284,0,0
campaign-v3,Responses API workflows,constraints,XR-S2,XR-S2,high,clean,1,XR-S2-high-r1-sol,XR-S2-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,790,4496,4350,146,5286,0,0,0.09308,0.09308,72.30798570900515,1,0,72.30502066700137,790,790,0,790,4496,5286,0.09308,,,,True,False,[true],1,790,4496,4350,146,5286,0,0,0.09308,0.09308,72.30798570900515,1,0.09308,0,0
campaign-v3,Responses API workflows,constraints,XR-S2,XR-S2,high,clean,1,XR-S2-high-r1-astra,XR-S2-high-r1,astra-early-access,True,objective workflow,,,completed,790,1195,1014,181,1985,0,0,0.02706,0.02706,24.044325458002277,1,0,24.040911709002103,790,790,0,790,1195,1985,0.02706,,,,True,False,[true],1,790,1195,1014,181,1985,0,0,0.02706,0.02706,24.044325458002277,1,0.02706,0,0
campaign-v3,Responses API workflows,constraints,XR-S3,XR-S3,high,clean,1,XR-S3-high-r1-sol,XR-S3-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,701,539,450,89,1240,0,0,0.013584,0.013584,7.983052875002613,1,0,7.980078084001434,701,701,0,701,539,1240,0.013584,,,,True,False,[true],1,701,539,450,89,1240,0,0,0.013584,0.013584,7.983052875002613,1,0.013584,0,0
campaign-v3,Responses API workflows,constraints,XR-S3,XR-S3,high,clean,1,XR-S3-high-r1-astra,XR-S3-high-r1,astra-early-access,True,objective workflow,,,completed,701,172,61,111,873,0,0,0.006244,0.006244,4.470728917003726,1,0,4.466486666991841,701,701,0,701,172,873,0.006244,,,,True,False,[true],1,701,172,61,111,873,0,0,0.006244,0.006244,4.470728917003726,1,0.006244,0,0
campaign-v4,Responses API workflows,context-extension,CX1,CX1-192k-3turn,high,clean;nominal-192k,1,context-extension-CX1-192k-3turn-high-clean-r1-sol,context-extension-CX1-192k-3turn-high-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,564775,1631,688,943,566406,375735,189031,1.128105,2.2917199999999998,26.865421750000678,3,0,26.805143291014247,187526,189034,0,564775,1631,566406,1.128105,,,,True,False,"[true, true, true]",1,564775,1631,688,943,566406,375735,189031,1.128105,2.2917199999999998,26.865421750000678,3,1.128105,0,0
campaign-v4,Responses API workflows,context-extension,CX1,CX1-192k-3turn,high,clean;nominal-192k,1,context-extension-CX1-192k-3turn-high-clean-r1-astra,context-extension-CX1-192k-3turn-high-clean-r1,astra-early-access,True,objective workflow,,,completed,564238,1203,254,949,565441,375579,188650,1.1175776,2.281012,30.948103458998958,3,0,30.876010289983242,187526,188653,0,564238,1203,565441,1.1175776,,,,True,False,"[true, true, true]",1,564238,1203,254,949,565441,375579,188650,1.1175776,2.281012,30.948103458998958,3,1.1175776,0,0
campaign-v4,Responses API workflows,context-extension,CX1,CX1-192k-3turn,medium,clean;nominal-192k,1,context-extension-CX1-192k-3turn-medium-clean-r1-sol,context-extension-CX1-192k-3turn-medium-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,564849,1605,714,891,566454,375743,189097,1.1279182,2.291496,24.60125729200081,3,0,24.524091042010696,187526,189100,0,564849,1605,566454,1.1279182,,,,True,False,"[true, true, true]",1,564849,1605,714,891,566454,375743,189097,1.1279182,2.291496,24.60125729200081,3,1.1279182,0,0
campaign-v4,Responses API workflows,context-extension,CX1,CX1-192k-3turn,medium,clean;nominal-192k,1,context-extension-CX1-192k-3turn-medium-clean-r1-astra,context-extension-CX1-192k-3turn-medium-clean-r1,astra-early-access,True,objective workflow,,,completed,564079,1022,68,954,565101,375523,188547,1.1134202,2.276756,27.638468374992954,3,0,27.578107166002155,187526,188550,0,564079,1022,565101,1.1134202,,,,True,False,"[true, true, true]",1,564079,1022,68,954,565101,375523,188547,1.1134202,2.276756,27.638468374992954,3,1.1134202,0,0
campaign-v4,Responses API workflows,context-extension,CX1,CX1-96k-3turn,high,clean;nominal-96k,1,context-extension-CX1-96k-3turn-high-clean-r1-sol,context-extension-CX1-96k-3turn-high-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,295685,1816,911,905,297501,196203,99473,0.6122022,1.21906,22.34634754199942,3,0,22.258135124997352,97742,99476,0,295685,1816,297501,0.6122022,,,,True,False,"[true, true, true]",1,295685,1816,911,905,297501,196203,99473,0.6122022,1.21906,22.34634754199942,3,0.6122022,0,0
campaign-v4,Responses API workflows,context-extension,CX1,CX1-96k-3turn,high,clean;nominal-96k,1,context-extension-CX1-96k-3turn-high-clean-r1-astra,context-extension-CX1-96k-3turn-high-clean-r1,astra-early-access,True,objective workflow,,,completed,295023,1392,431,961,296415,196027,98987,0.6012218,1.207932,30.933528917012154,3,0,30.843339458006085,97742,98990,0,295023,1392,296415,0.6012218,,,,True,False,"[true, true, true]",1,295023,1392,431,961,296415,196027,98987,0.6012218,1.207932,30.933528917012154,3,0.6012218,0,0
campaign-v4,Responses API workflows,context-extension,CX1,CX1-96k-3turn,medium,clean;nominal-96k,1,context-extension-CX1-96k-3turn-medium-clean-r1-sol,context-extension-CX1-96k-3turn-medium-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,295328,1559,642,917,296887,196108,99211,0.6057142,1.2124920000000001,22.507261542006745,3,0,22.403565209009685,97742,99214,0,295328,1559,296887,0.6057142,,,,True,False,"[true, true, true]",1,295328,1559,642,917,296887,196108,99211,0.6057142,1.2124920000000001,22.507261542006745,3,0.6057142,0,0
campaign-v4,Responses API workflows,context-extension,CX1,CX1-96k-3turn,medium,clean;nominal-96k,1,context-extension-CX1-96k-3turn-medium-clean-r1-astra,context-extension-CX1-96k-3turn-medium-clean-r1,astra-early-access,True,objective workflow,,,completed,294770,1051,91,960,295821,195971,98790,0.5933944,1.2001,26.850133416999597,3,0,26.762202290992718,97742,98793,0,294770,1051,295821,0.5933944,,,,True,False,"[true, true, true]",1,294770,1051,91,960,295821,195971,98790,0.5933944,1.2001,26.850133416999597,3,0.5933944,0,0
campaign-v4,Responses API workflows,context-extension,CX2,CX2-192k-3turn,high,clean;nominal-192k,1,context-extension-CX2-192k-3turn-high-clean-r1-sol,context-extension-CX2-192k-3turn-high-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,565092,1972,1036,936,567064,375803,189280,1.1361972,2.299808,26.152471124994918,3,0,26.118342792993644,187470,189283,0,565092,1972,567064,1.1361972,,,,True,False,"[true, true, true]",1,565092,1972,1036,936,567064,375803,189280,1.1361972,2.299808,26.152471124994918,3,1.1361972,0,0
campaign-v4,Responses API workflows,context-extension,CX2,CX2-192k-3turn,high,clean;nominal-192k,1,context-extension-CX2-192k-3turn-high-clean-r1-astra,context-extension-CX2-192k-3turn-high-clean-r1,astra-early-access,True,objective workflow,,,completed,564135,1216,262,954,565351,375497,188629,1.1176998,2.28086,33.64945599999919,3,0,33.61077200001455,187470,188632,0,564135,1216,565351,1.1176998,,,,True,False,"[true, true, true]",1,564135,1216,262,954,565351,375497,188629,1.1176998,2.28086,33.64945599999919,3,1.1176998,0,0
campaign-v4,Responses API workflows,context-extension,CX2,CX2-192k-3turn,medium,clean;nominal-192k,1,context-extension-CX2-192k-3turn-medium-clean-r1-sol,context-extension-CX2-192k-3turn-medium-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,564524,1485,617,868,566009,375626,188889,1.1244314,2.287796,20.3999625419965,3,0,20.24092929100152,187470,188892,0,564524,1485,566009,1.1244314,,,,True,False,"[true, true, true]",1,564524,1485,617,868,566009,375626,188889,1.1244314,2.287796,20.3999625419965,3,1.1244314,0,0
campaign-v4,Responses API workflows,context-extension,CX2,CX2-192k-3turn,medium,clean;nominal-192k,1,context-extension-CX2-192k-3turn-medium-clean-r1-astra,context-extension-CX2-192k-3turn-medium-clean-r1,astra-early-access,True,objective workflow,,,completed,563910,1010,61,949,564920,375413,188488,1.1128412,2.27584,32.95355070900405,3,0,32.76646491599968,187470,188491,0,563910,1010,564920,1.1128412,,,,True,False,"[true, true, true]",1,563910,1010,61,949,564920,375413,188488,1.1128412,2.27584,32.95355070900405,3,1.1128412,0,0
campaign-v4,Responses API workflows,context-extension,CX2,CX2-96k-3turn,high,clean;nominal-96k,1,context-extension-CX2-96k-3turn-high-clean-r1-sol,context-extension-CX2-96k-3turn-high-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,295326,1560,689,871,296886,196152,99165,0.6055218,1.212504,22.57868195899937,3,0,22.403055041999323,97686,99168,0,295326,1560,296886,0.6055218,,,,True,False,"[true, true, true]",1,295326,1560,689,871,296886,196152,99165,0.6055218,1.212504,22.57868195899937,3,0.6055218,0,0
campaign-v4,Responses API workflows,context-extension,CX2,CX2-96k-3turn,high,clean;nominal-96k,1,context-extension-CX2-96k-3turn-high-clean-r1-astra,context-extension-CX2-96k-3turn-high-clean-r1,astra-early-access,True,objective workflow,,,completed,294727,1146,203,943,295873,195918,98800,0.5953231999999999,1.201828,27.214861832995666,3,0,27.048816458001966,97686,98803,0,294727,1146,295873,0.5953231999999999,,,,True,False,"[true, true, true]",1,294727,1146,203,943,295873,195918,98800,0.5953231999999999,1.201828,27.214861832995666,3,0.5953231999999999,0,0
campaign-v4,Responses API workflows,context-extension,CX2,CX2-96k-3turn,medium,clean;nominal-96k,1,context-extension-CX2-96k-3turn-medium-clean-r1-sol,context-extension-CX2-96k-3turn-medium-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,295125,1437,596,841,296562,196069,99047,0.6024386,1.20924,18.008599332999438,3,0,17.98744224999973,97686,99050,0,295125,1437,296562,0.6024386,,,,True,False,"[true, true, true]",1,295125,1437,596,841,296562,196069,99047,0.6024386,1.20924,18.008599332999438,3,0.6024386,0,0
campaign-v4,Responses API workflows,context-extension,CX2,CX2-96k-3turn,medium,clean;nominal-96k,1,context-extension-CX2-96k-3turn-medium-clean-r1-astra,context-extension-CX2-96k-3turn-medium-clean-r1,astra-early-access,True,objective workflow,,,completed,294545,1006,64,942,295551,195838,98698,0.5919812,1.1983,33.24798495799769,3,0,33.21094670900493,97686,98701,0,294545,1006,295551,0.5919812,,,,True,False,"[true, true, true]",1,294545,1006,64,942,295551,195838,98698,0.5919812,1.1983,33.24798495799769,3,0.5919812,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,high,clean,1,frontier-reasoning-XR-A1-high-clean-r1-sol,frontier-reasoning-XR-A1-high-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,1077,8785,8648,137,9862,1074,0,0.1761416,0.180008,115.24463195799035,1,0,115.22236908299965,1077,1077,0,1077,8785,9862,0.1761416,,,,True,False,[true],1,1077,8785,8648,137,9862,1074,0,0.1761416,0.180008,115.24463195799035,1,0.1761416,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,high,clean,1,frontier-reasoning-XR-A1-high-clean-r1-astra,frontier-reasoning-XR-A1-high-clean-r1,astra-early-access,True,objective workflow,,,completed,1077,2549,2365,184,3626,1074,0,0.0514216,0.055288,49.845281292000436,1,0,49.81146745799924,1077,1077,0,1077,2549,3626,0.0514216,,,,True,False,[true],1,1077,2549,2365,184,3626,1074,0,0.0514216,0.055288,49.845281292000436,1,0.0514216,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,high,clean,2,frontier-reasoning-XR-A1-high-clean-r2-sol,frontier-reasoning-XR-A1-high-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,1077,5242,5104,138,6319,0,1074,0.110222,0.109148,64.97809704100655,1,0,64.96087612501287,1077,1077,0,1077,5242,6319,0.110222,,,,True,False,[true],1,1077,5242,5104,138,6319,0,1074,0.110222,0.109148,64.97809704100655,1,0.110222,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,high,clean,2,frontier-reasoning-XR-A1-high-clean-r2-astra,frontier-reasoning-XR-A1-high-clean-r2,astra-early-access,True,objective workflow,,,completed,1077,1737,1552,185,2814,0,1074,0.040122,0.039048,34.29300775000593,1,0,34.2797839170089,1077,1077,0,1077,1737,2814,0.040122,,,,True,False,[true],1,1077,1737,1552,185,2814,0,1074,0.040122,0.039048,34.29300775000593,1,0.040122,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,medium,clean,1,frontier-reasoning-XR-A1-medium-clean-r1-sol,frontier-reasoning-XR-A1-medium-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,1077,6885,6732,153,7962,0,1074,0.143082,0.142008,94.5371834999969,1,0,94.49258045799797,1077,1077,0,1077,6885,7962,0.143082,,,,True,False,[true],1,1077,6885,6732,153,7962,0,1074,0.143082,0.142008,94.5371834999969,1,0.143082,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,medium,clean,1,frontier-reasoning-XR-A1-medium-clean-r1-astra,frontier-reasoning-XR-A1-medium-clean-r1,astra-early-access,True,objective workflow,,,completed,1077,1147,952,195,2224,0,1074,0.028322,0.027248,22.96590433300298,1,0,22.92037504199834,1077,1077,0,1077,1147,2224,0.028322,,,,True,False,[true],1,1077,1147,952,195,2224,0,1074,0.028322,0.027248,22.96590433300298,1,0.028322,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,medium,clean,2,frontier-reasoning-XR-A1-medium-clean-r2-sol,frontier-reasoning-XR-A1-medium-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,1077,4068,3910,158,5145,0,1074,0.086742,0.085668,58.19726754199655,1,0,58.17240933400171,1077,1077,0,1077,4068,5145,0.086742,,,,True,False,[true],1,1077,4068,3910,158,5145,0,1074,0.086742,0.085668,58.19726754199655,1,0.086742,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,medium,clean,2,frontier-reasoning-XR-A1-medium-clean-r2-astra,frontier-reasoning-XR-A1-medium-clean-r2,astra-early-access,True,objective workflow,,,completed,1077,1061,870,191,2138,0,1074,0.026602,0.025528,21.71794529199542,1,0,21.699311750009656,1077,1077,0,1077,1061,2138,0.026602,,,,True,False,[true],1,1077,1061,870,191,2138,0,1074,0.026602,0.025528,21.71794529199542,1,0.026602,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,xhigh,clean,1,frontier-reasoning-XR-A1-xhigh-clean-r1-sol,frontier-reasoning-XR-A1-xhigh-clean-r1,gpt-5.6-sol,True,objective workflow,,,completed,1077,9467,9322,145,10544,0,1074,0.194722,0.193648,119.03967466700124,1,0,118.989470333996,1077,1077,0,1077,9467,10544,0.194722,,,,True,False,[true],1,1077,9467,9322,145,10544,0,1074,0.194722,0.193648,119.03967466700124,1,0.194722,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,xhigh,clean,1,frontier-reasoning-XR-A1-xhigh-clean-r1-astra,frontier-reasoning-XR-A1-xhigh-clean-r1,astra-early-access,True,objective workflow,,,completed,1077,3168,2906,262,4245,0,1074,0.068742,0.067668,61.483187417004956,1,0,61.440679207997164,1077,1077,0,1077,3168,4245,0.068742,,,,True,False,[true],1,1077,3168,2906,262,4245,0,1074,0.068742,0.067668,61.483187417004956,1,0.068742,0,0
campaign-v4,Responses API workflows,frontier-reasoning,XR-A1,XR-A1,xhigh,clean,2,frontier-reasoning-XR-A1-xhigh-clean-r2-sol,frontier-reasoning-XR-A1-xhigh-clean-r2,gpt-5.6-sol,True,objective workflow,,,completed,1077,6377,6214,163,7454,0,1074,0.132922,0.131848,79.29453837499022,1,0,79.27520175000245,1077,1077,0,1077,6377,7454,0.132922,,,,True,False,[true],1,1077,6377,6214,163,7454,0,1074,0.132922,0.131848,79.29453837499022,1,0.132922,0,0
